Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both
第一名,1,0,1,0,1,0
等不到,1,0,1,0,1,0
算算,1,0,1,0,1,0
精神寄托,1,0,1,0,1,0
联考,1,0,1,0,1,0
能吃,1,1,1,0,0,1
脆弱,1,1,1,0,0,1
腹泻药,1,1,0,1,0,0
自信,1,0,1,0,1,0
自拍,1,0,1,0,1,0
自由,1,0,1,0,1,0
致命,1,0,1,0,1,0
舍不得,1,0,1,0,1,0
节日氛围,1,0,1,0,1,0
芳香,1,0,1,0,1,0
若,1,0,1,0,1,0
苦短,1,0,1,0,1,0
草莓饼干,1,0,0,0,0,0
虽小,1,0,0,0,0,0
蝴蝶,1,0,1,0,1,0
螺蛳粉,1,1,1,0,0,1
被夸,1,1,1,0,0,1
装修,1,0,1,0,1,0
职场,1,1,0,1,0,0
耶哈哈,1,0,1,0,1,0
耶,1,1,1,0,0,1
缘分,1,0,1,0,1,0
累了,1,1,1,0,0,1
约,1,0,1,0,1,0
纪念,1,0,1,0,1,0
终于,1,1,0,1,0,0
经济,1,0,1,0,1,0
结局,1,0,1,0,1,0
绘画班,1,1,1,0,0,1
缅怀,1,0,1,0,1,0
缺,1,0,1,0,1,0
而来,1,0,1,0,1,0
美女,1,0,1,0,1,0
美少女,1,1,1,0,0,1
羡慕,1,0,1,0,1,0
翻翻,1,0,1,0,1,0
老板,1,1,0,1,0,0
而且,1,0,1,0,1,0
而又,1,0,1,0,1,0
而是,1,0,1,0,1,0
最后,1,0,1,0,1,0
想像,1,0,1,0,1,0
曾,1,0,1,0,1,0
儿,1,0,1,0,1,0
位置,1,1,0,1,0,0
体会,1,1,1,0,0,1
作业,1,1,1,0,0,1
作品,1,0,1,0,1,0
你好,1,0,1,0,1,0
你自己,1,0,1,0,1,0
保持,1,1,0,1,0,0
倒霉鬼,1,0,1,0,1,0
做不到,1,1,1,0,0,1
健健康康,1,0,1,0,1,0
儿童,1,0,1,0,1,0
决定,1,0,1,0,1,0
元宵,1,1,0,1,0,0
兄弟,1,0,0,0,0,0
充实,1,1,1,0,0,1
充满,1,1,1,0,0,1
关,1,0,1,0,1,0
关于,1,0,1,0,1,0
关心,1,0,1,0,1,0
关系,1,1,0,1,0,0
再次,1,1,1,0,0,1
冒险,1,1,0,1,0,0
估计,1,0,1,0,1,0
伤害,1,1,1,0,0,1
伟大,1,1,0,1,0,0
优秀,1,0,1,0,1,0
事,1,1,1,0,0,1
事儿,1,0,0,0,0,0
二十,1,0,1,0,1,0
二十岁,1,1,1,0,0,1
互,1,0,1,0,1,0
互动,1,0,1,0,1,0
五味杂陈,1,0,1,0,1,0
亦舒,1,0,1,0,1,0
人们,1,0,1,0,1,0
人才,1,1,1,0,0,1
人间,1,0,1,0,1,0
什么时候,1,0,1,0,1,0
今年,1,1,1,0,0,1
今晚,1,1,1,0,0,1
从未,1,0,1,0,1,0
从此,1,0,1,0,1,0
仔,1,0,1,0,1,0
他自己,1,1,0,1,0,0
代姐,1,1,1,0,0,1
代雯,1,0,1,0,1,0
们,1,0,1,0,1,0
冲刺,1,1,0,1,0,0
冷,1,1,1,0,0,1
告诉,1,0,1,0,1,0
可惜,1,0,1,0,1,0
去找,1,0,1,0,1,0
参加,1,1,1,0,0,1
反胃,1,1,1,0,0,1
受伤,1,0,1,0,1,0
只,1,0,1,0,1,0
只会,1,0,1,0,1,0
只能,1,1,1,0,0,1
叫,1,0,1,0,1,0
叭,1,1,0,1,0,0
可不可以,1,0,1,0,1,0
可爱,1,0,1,0,1,0
准备,1,1,0,1,0,0
可能,1,0,1,0,1,0
吃,1,0,1,0,1,0
吃药,1,1,1,0,0,1
各自,1,1,0,1,0,0
同在,1,0,1,0,1,0
同学,1,1,0,1,0,0
后,1,0,1,0,1,0
后悔,1,0,1,0,1,0
吸引,1,0,1,0,1,0
吹,1,0,1,0,1,0
原因,1,0,1,0,1,0
压力,1,1,0,1,0,0
卡,1,1,0,1,0,0
博,1,0,1,0,1,0
减肥,1,1,0,1,0,0
凶手,1,0,0,0,0,0
出什么,1,0,0,0,0,0
出什么事,1,0,1,0,1,0
出发,1,0,1,0,1,0
出来,1,0,1,0,1,0
出生,1,0,1,0,1,0
分手,1,1,1,0,0,1
刘学州,1,1,0,1,0,0
刚,1,0,1,0,1,0
删,1,0,1,0,1,0
到底,1,1,0,1,0,0
刷,1,1,1,0,0,1
前两天,1,0,1,0,1,0
前几天,1,0,1,0,1,0
前进,1,1,1,0,0,1
动力,1,0,1,0,1,0
包围,1,0,1,0,1,0
包容,1,1,0,1,0,0
北京,1,0,1,0,1,0
华子,1,0,1,0,1,0
了解,1,0,1,0,1,0
了  ,1,0,1,0,1,0
买酒,1,1,1,0,0,1
一则,1,0,1,0,1,0
p图,1,1,0,1,0,0
ww,1,0,1,0,1,0
′,1,0,1,0,1,0
ω,1,0,1,0,1,0
?,1,0,1,0,1,0
一个小时,1,1,0,1,0,0
一些人,1,0,1,0,1,0
一会,1,0,1,0,1,0
一切安好,1,0,1,0,1,0
一切都很好,1,0,1,0,1,0
一定能够,1,0,1,0,1,0
买房,1,0,1,0,1,0
一幅,1,0,1,0,1,0
一束,1,0,1,0,1,0
一次,1,0,1,0,1,0
一百多,1,1,0,1,0,0
一瞬间,1,0,1,0,1,0
一起去,1,1,1,0,0,1
一路走好,1,0,1,0,1,0
一面之缘,1,1,1,0,0,1
一颗,1,0,1,0,1,0
万事胜意,1,1,0,1,0,0
pua,1,1,0,1,0,0
npy,1,1,1,0,0,1
miss you,1,1,0,1,0,0
hi,1,0,1,0,1,0
(,1,0,1,0,1,0
),1,0,1,0,1,0
-,1,0,0,0,0,0
1:53,1,0,0,0,0,0
11月,1,0,0,0,0,0
12,1,0,0,0,0,0
13万,1,0,1,0,1,0
14万,1,0,1,0,1,0
2021,1,0,1,0,1,0
2022.7.5,1,0,0,0,0,0
2022年,1,0,1,0,1,0
2023年,1,0,1,0,1,0
20年,1,0,1,0,1,0
21年,1,0,1,0,1,0
2212,1,0,0,0,0,0
30岁,1,0,1,0,1,0
8点,1,1,1,0,0,1
`,1,0,1,0,1,0
dw,1,1,1,0,0,1
dy,1,0,1,0,1,0
edg,1,1,1,0,0,1
万汇中心2栋,1,0,0,0,0,0
三天,1,1,1,0,0,1
三毛,1,0,1,0,1,0
不睡觉,1,1,1,0,0,1
不管,1,1,1,0,0,1
不要说,1,0,1,0,1,0
与,1,0,1,0,1,0
专业,1,1,1,0,0,1
世上,1,0,1,0,1,0
两科,1,1,1,0,0,1
中,1,1,1,0,0,1
中秋节,1,0,1,0,1,0
为什么呢,1,0,1,0,1,0
丽,1,0,1,0,1,0
久,1,0,1,0,1,0
么,1,0,1,0,1,0
之一,1,0,1,0,1,0
乐,1,0,1,0,1,0
乐观,1,0,1,0,1,0
乖,1,0,1,0,1,0
九街,1,0,0,0,0,0
也想,1,1,1,0,0,1
也有,1,0,1,0,1,0
也许,1,0,1,0,1,0
买到,1,0,1,0,1,0
不知不觉,1,0,1,0,1,0
不用,1,0,0,0,0,0
三观,1,1,1,0,0,1
不爱,1,0,1,0,1,0
上班,1,1,1,0,0,1
上辈子,1,0,1,0,1,0
下,1,1,1,0,0,1
下一个,1,1,1,0,0,1
下一次,1,1,0,1,0,0
下来,1,0,1,0,1,0
下次,1,0,1,0,1,0
下雨,1,0,1,0,1,0
不了,1,1,0,1,0,0
不再,1,0,1,0,1,0
不到,1,1,1,0,0,1
不动,1,1,0,1,0,0
不同,1,0,1,0,1,0
不多,1,1,1,0,0,1
不大,1,0,1,0,1,0
不幸福,1,1,0,1,0,0
不愿,1,1,0,1,0,0
不懂,1,0,1,0,1,0
不敢,1,1,1,0,0,1
不敢相信,1,1,1,0,0,1
不方便,1,0,0,0,0,0
呀呀呀,1,1,1,0,0,1
呐,1,0,1,0,1,0
更高,1,0,1,0,1,0
房产证,1,0,1,0,1,0
意义,1,1,1,0,0,1
意念,1,0,1,0,1,0
感冒,1,1,1,0,0,1
感到,1,0,1,0,1,0
感受,1,0,1,0,1,0
感慨,1,0,1,0,1,0
感谢,1,0,1,0,1,0
愿意做,1,0,1,0,1,0
成功,1,1,1,0,0,1
我爱你,1,0,1,0,1,0
房子,1,0,1,0,1,0
抹去,1,0,1,0,1,0
手,1,1,0,1,0,0
手捧,1,0,1,0,1,0
手机,1,0,1,0,1,0
才可以,1,1,0,1,0,0
扒皮,1,1,0,1,0,0
打,1,0,1,0,1,0
打开,1,1,0,1,0,0
找不到,1,1,0,1,0,0
抗疫,1,1,1,0,0,1
折磨,1,1,0,1,0,0
想过,1,0,1,0,1,0
想起来,1,0,1,0,1,0
想死,1,1,1,0,0,1
惬意,1,0,1,0,1,0
得知,1,0,1,0,1,0
微胖,1,1,0,1,0,0
心仪,1,1,0,1,0,0
心情不好,1,0,1,0,1,0
志愿者,1,1,1,0,0,1
忘了,1,1,0,1,0,0
忘记,1,0,1,0,1,0
忙忙碌碌,1,1,1,0,0,1
忙起来,1,1,0,1,0,0
怀疑,1,1,0,1,0,0
怎么回事,1,0,1,0,1,0
